emp_id,sector,soc_code,job_title,job_category,experience_level,years_of_experience,education_required,city,country,is_remote_eligible,remote_type,is_remote_friendly,company_size,annual_salary_usd,salary_min_usd,salary_max_usd,salary_tier,ai_salary_premium_pct,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,required_skills_count,is_llm_role,demand_score,demand_growth_yoy_pct,hiring_urgency,job_openings,projected_openings_2030,benefits_score_10,posting_year,posting_month,is_senior,gender_diversity_pct,ai_impact_level,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,task_codifiability_score,skill_transferability_score,org_ai_maturity_stage,education_mismatch_idx,resilience_score,job_zone,median_salary_onet,chance_of_automation_onet,bls_employment_baseline,working_age_pop_baseline,claude_ai_adoption_index,api_adoption_index,task_thinking_fraction,task_validation_fraction,task_learning_fraction,task_directive_fraction,task_iteration_fraction,task_feedback_loop_fraction,job_forecast_onet,is_bright_outlook_onet,is_green_onet,state_gdp_baseline,country_gdp_baseline,overall_risk_category,displacement_occurred
10011,Technology/Computer,19-4051.02,Nuclear Monitoring Technicians,Security,Mid (3-5 yrs),5,PhD,Austin,USA,1,Remote,1,Big Tech (FAANG+),312000.0,249600.0,374400.0,Elite (>$300k),14.4,0,1,1,0,1,7,1,80,10.7,Low,2,7683,7.6,2025,5,0,57.65,Low,24.96,73.71,0.2041,0.4196,0.5168,3,0.1289,3.58,3,79140.0,-1.0,1817620,38179839,41.06,1.09,0.3059,0.1604,0.0965,0.0401,0.2971,0.1,900,0,0,281375876947.73,14757648106855.45,Low Risk,0
10012,Office Support,39-9099.00,"Personal Care and Service Workers, All Other",AI Engineering,Senior (6-9 yrs),3,Bachelor's,Dubai,UAE,1,Remote,1,Startup (1-50),209000.0,167200.0,250800.0,Senior ($200-300k),10.6,1,0,0,0,1,4,1,96,50.7,Low,2,2056,9.4,2026,1,1,42.38,High,76.74,25.4,0.6317,0.6446,0.4657,3,0.0022,11.2,3,26180.0,-1.0,1540019,33159556,53.3,47.47,0.4416,0.0918,0.0601,0.1036,0.1696,0.1333,18100,1,0,136104437488.58,10156338532226.13,High Risk,1
10013,Office Support,47-4099.03,Weatherization Installers and Technicians,Research,Senior (6-9 yrs),12,PhD,Boston,USA,1,Remote,1,Mid-size (501-5000),299000.0,239200.0,358800.0,Senior ($200-300k),14.4,1,0,0,1,1,5,1,88,8.7,High,7,1482,6.0,2025,9,1,25.69,Critical,87.83,11.1,0.6773,0.8184,0.6281,3,0.6721,3.18,2,38860.0,-1.0,1120977,41379931,41.07,61.81,0.4565,0.0347,0.0816,0.1603,0.1541,0.1126,4900,1,1,99573608393.32,9143817532939.14,High Risk,0
10014,Arts & Design,15-1255.01,Video Game Designers,AI Engineering,Senior (6-9 yrs),4,Associate's,London,UK,1,Remote,1,Startup (1-50),155000.0,124000.0,186000.0,Upper-Mid ($150-200k),13.9,1,1,0,1,0,6,1,96,54.4,Medium,3,1717,8.4,2026,2,1,33.93,Low,11.98,71.3,0.0732,0.251,0.5865,5,0.0,12.27,1,60000.0,0.1198,1014052,2765719,42.31,16.1,0.5327,0.0761,0.1267,0.0753,0.0458,0.1434,Average,0,0,228356005465.6,3359697211008.94,Low Risk,1
10015,Sales,13-1021.00,"Buyers and Purchasing Agents, Farm Products",AI Engineering,Entry (0-2 yrs),7,Master's,London,UK,0,On-site,0,SME (51-500),155000.0,124000.0,186000.0,Upper-Mid ($150-200k),12.5,0,0,0,1,0,4,1,96,24.0,Medium,3,4994,8.8,2026,2,0,27.38,Low,3.93,52.11,0.0277,0.0,0.8123,3,0.3151,6.05,4,62750.0,87.0,88617,40008917,56.42,0.0,0.351,0.2755,0.0773,0.1211,0.0949,0.0801,40200,0,1,341974485541.95,22059382871856.43,Low Risk,0
10016,Office Support,19-4021.00,Biological Technicians,Data Engineering,Entry (0-2 yrs),5,Bootcamp/Self-taught,Paris,France,1,Remote,1,Enterprise (5000+),130000.0,104000.0,156000.0,Mid ($100-150k),10.5,1,1,0,0,1,4,0,88,22.9,Medium,5,2864,8.5,2026,1,0,67.58,Critical,85.53,12.85,0.6114,0.9352,0.7284,2,0.0706,5.63,4,44500.0,30.0,1835886,28477192,51.55,21.12,0.1727,0.0701,0.1663,0.2033,0.2466,0.1411,9800,1,0,117613710807.08,1211524372351.61,High Risk,0
10017,Management,11-2033.00,Fundraising Managers,AI Engineering,Mid (3-5 yrs),6,PhD,Seattle,USA,1,Remote,1,Big Tech (FAANG+),354000.0,283200.0,424800.0,Elite (>$300k),8.8,1,1,1,0,1,8,1,95,34.8,High,7,301,8.0,2026,1,0,29.11,Low,16.95,56.66,0.1294,0.1525,0.5631,2,0.0,7.84,3,60000.0,0.1695,1200270,15617645,31.11,51.7,0.099,0.1414,0.133,0.1476,0.3182,0.1608,Average,0,0,34020475848.16,13187285666380.33,Low Risk,1
10018,Management,11-3051.00,Industrial Production Managers,Product,Lead (10+ yrs),4,Associate's,Paris,France,1,Remote,1,Big Tech (FAANG+),258000.0,206400.0,309600.0,Senior ($200-300k),15.4,1,1,1,1,1,8,1,85,27.4,High,9,1037,7.5,2026,2,0,72.18,Low,0.0,54.04,0.0,0.0,0.5546,2,0.1692,7.02,4,103380.0,3.0,650749,31162495,67.07,61.79,0.2866,0.2438,0.0822,0.2269,0.093,0.0675,13800,0,1,78649756606.39,18783502400841.01,Low Risk,0
10019,Technology/Computer,29-1031.00,Dietitians and Nutritionists,Governance,Lead (10+ yrs),6,Master's,Austin,USA,1,Remote,1,Startup (1-50),212000.0,169600.0,254400.0,Senior ($200-300k),9.3,1,1,0,0,0,6,0,72,23.3,High,8,823,8.5,2026,1,0,62.15,Medium,30.82,85.09,0.1656,0.3452,0.2345,2,0.4198,5.59,5,60370.0,0.4,252402,46592559,37.88,30.17,0.25,0.2295,0.1144,0.066,0.2383,0.1018,5500,1,0,262205174457.36,24012248223009.93,Medium Risk,1
10020,Technology/Computer,23-1022.00,"Arbitrators, Mediators, and Conciliators",Product,Entry (0-2 yrs),10,PhD,San Francisco,USA,1,Remote,1,Big Tech (FAANG+),300000.0,240000.0,360000.0,Senior ($200-300k),15.7,1,1,0,1,0,4,1,85,29.7,Medium,3,5553,9.2,2025,8,0,33.82,Medium,36.5,52.22,0.2163,0.5201,0.5221,3,0.17,7.51,5,62270.0,6.0,115910,25639608,61.33,82.38,0.3741,0.149,0.0501,0.1373,0.1983,0.0912,400,1,1,181402091181.12,9513443531909.65,Medium Risk,1
10021,Office Support,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",Governance,Mid (3-5 yrs),10,Associate's,Boston,USA,1,Remote,1,Enterprise (5000+),130000.0,104000.0,156000.0,Mid ($100-150k),10.3,1,1,1,1,1,8,1,68,18.8,High,3,5953,6.7,2026,2,0,44.47,High,78.57,17.56,0.5538,0.728,0.7194,2,0.1212,4.79,1,60000.0,0.7857,1556961,21964187,48.23,100.0,0.436,0.0686,0.0838,0.1178,0.1997,0.0941,Average,0,0,361710350343.36,16982173173979.26,High Risk,1
10022,Office Support,49-9031.00,Home Appliance Repairers,AI Engineering,Entry (0-2 yrs),5,Bachelor's,Austin,USA,0,On-site,0,SME (51-500),118000.0,94400.0,141600.0,Mid ($100-150k),14.6,1,1,0,1,1,8,1,95,65.8,Low,6,5555,6.2,2026,2,0,54.05,High,70.7,12.87,0.4098,0.7485,0.6333,1,0.234,14.62,2,39270.0,72.0,784350,33599039,49.07,0.0,0.2342,0.1568,0.1118,0.2256,0.2099,0.0617,4300,0,0,221859120021.19,3609513136279.98,High Risk,1
10023,Office Support,55-3011.00,Air Crew Members,AI Engineering,Entry (0-2 yrs),4,Master's,Toronto,Canada,1,Remote,1,Startup (1-50),150000.0,120000.0,180000.0,Mid ($100-150k),10.9,0,0,0,1,0,2,1,95,19.6,Medium,5,7371,6.7,2025,11,0,46.97,Critical,87.59,21.1,0.7863,0.8414,0.222,3,0.6041,5.01,5,60000.0,0.8759,1368795,11395374,55.55,31.15,0.1374,0.3209,0.1413,0.0925,0.2358,0.0721,Average,0,0,338921804645.11,5405586039000.36,High Risk,0
10024,Office Support,19-3099.01,Transportation Planners,Infrastructure,Lead (10+ yrs),7,Master's,Remote,Global,1,Remote,1,Mid-size (501-5000),324000.0,259200.0,388800.0,Elite (>$300k),9.0,0,0,1,1,1,5,1,85,14.3,High,8,6448,9.7,2026,2,0,53.42,High,81.15,33.85,0.7131,0.8501,0.7998,3,0.0,3.76,4,81340.0,-1.0,825227,28379330,67.09,52.53,0.2082,0.1623,0.1489,0.1222,0.2953,0.0631,4800,0,1,272312890936.78,8121367322433.32,High Risk,1
10025,Food Service,35-2011.00,"Cooks, Fast Food",AI Engineering,Mid (3-5 yrs),3,PhD,Zurich,Switzerland,0,On-site,0,Enterprise (5000+),153000.0,122400.0,183600.0,Upper-Mid ($150-200k),9.1,1,0,1,0,0,4,1,82,14.0,Medium,6,3276,6.4,2026,3,0,45.56,Low,7.74,25.14,0.0625,0.1334,0.4316,3,0.1891,3.71,1,22330.0,81.0,150956,33955734,46.61,45.71,0.4374,0.0654,0.1328,0.1607,0.0645,0.1392,63000,0,0,488277514786.03,16778144440470.04,Low Risk,0
10026,Office Support,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",AI Engineering,Lead (10+ yrs),1,Bachelor's,Beijing,China,1,Remote,1,Startup (1-50),90000.0,72000.0,108000.0,Entry (<$100k),3.2,1,1,1,0,1,5,1,82,9.4,Low,3,3667,6.4,2026,3,0,36.88,High,64.1,26.43,0.5142,0.4631,0.535,4,0.4529,2.2,2,38250.0,98.0,551666,44988477,25.63,66.84,0.1955,0.1196,0.0974,0.2293,0.1568,0.2014,54400,0,1,309748203100.57,7245563517553.67,High Risk,0
10027,Office Support,39-3092.00,Costume Attendants,Data Engineering,Entry (0-2 yrs),2,Bachelor's,Tokyo,Japan,1,Remote,1,Enterprise (5000+),130000.0,104000.0,156000.0,Mid ($100-150k),14.0,1,1,1,0,0,6,1,88,23.4,High,8,7419,9.4,2025,2,0,46.14,High,65.26,0.0,0.434,0.6483,0.3924,5,0.0,6.08,2,41190.0,61.0,512485,44474471,42.12,41.23,0.3231,0.0591,0.1269,0.1451,0.2142,0.1316,1600,0,0,68138527213.04,24096591890984.45,High Risk,1
10028,Production,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",AI Engineering,Senior (6-9 yrs),7,Bachelor's,Beijing,China,0,On-site,0,Startup (1-50),160000.0,128000.0,192000.0,Upper-Mid ($150-200k),11.5,0,1,1,1,1,7,1,90,29.2,High,5,2016,8.7,2025,10,1,61.1,Low,20.37,28.75,0.1803,0.1094,0.5741,1,0.2749,6.99,2,28220.0,95.0,325792,41587233,49.99,42.04,0.2877,0.1254,0.1172,0.1826,0.224,0.0631,1000,0,0,97680354050.3,10442927825517.16,Low Risk,0
10029,Office Support,13-1031.00,"Claims Adjusters, Examiners, and Investigators",AI Engineering,Lead (10+ yrs),7,Bootcamp/Self-taught,Amsterdam,Netherlands,0,On-site,0,Startup (1-50),209000.0,167200.0,250800.0,Senior ($200-300k),16.6,0,0,1,0,0,3,1,95,79.5,Medium,6,1590,9.4,2026,2,0,26.27,Critical,85.71,20.62,0.761,0.7373,0.4052,1,0.5497,17.56,3,65900.0,98.0,928657,43400982,48.3,51.89,0.1818,0.2524,0.186,0.151,0.1461,0.0827,25800,0,0,27420108822.09,9247592731392.9,High Risk,1
10030,Office Support,47-2152.04,Solar Thermal Installers and Technicians,Data Science,Lead (10+ yrs),2,Associate's,Dubai,UAE,0,On-site,0,Enterprise (5000+),182000.0,145600.0,218400.0,Upper-Mid ($150-200k),3.1,0,0,0,1,0,4,1,92,34.6,Medium,4,8443,7.3,2026,3,0,71.01,Critical,86.87,31.79,0.7023,0.7928,0.5121,3,0.6544,7.23,5,60000.0,0.8687,1118725,42928869,36.28,7.39,0.2727,0.2143,0.1339,0.1431,0.0803,0.1558,Average,0,0,261002462333.53,1886783097906.73,High Risk,0
10031,Construction,47-3012.00,Helpers--Carpenters,Robotics,Entry (0-2 yrs),3,Bootcamp/Self-taught,Amsterdam,Netherlands,0,On-site,0,Enterprise (5000+),125000.0,100000.0,150000.0,Mid ($100-150k),16.5,1,1,1,0,0,7,1,76,10.0,Low,3,9937,7.9,2026,2,0,55.13,Low,15.58,47.54,0.139,0.173,0.4349,2,0.389,3.65,2,30880.0,92.0,678475,41562235,94.38,68.93,0.459,0.1266,0.0568,0.0695,0.2017,0.0865,5300,1,1,230827179942.63,7045326759592.2,Low Risk,0
10032,Education,25-2032.00,"Career/Technical Education Teachers, Secondary School",Security,Mid (3-5 yrs),6,PhD,New York,USA,0,On-site,0,Mid-size (501-5000),242000.0,193600.0,290400.0,Senior ($200-300k),15.9,0,0,1,0,0,5,1,80,8.7,High,8,8350,7.3,2026,3,0,72.24,Low,15.57,56.47,0.1002,0.294,0.2945,1,0.0521,3.33,4,60250.0,0.9,387157,7177457,69.31,59.86,0.1212,0.2204,0.152,0.1541,0.2968,0.0555,5600,0,0,250457971043.74,19801714445829.75,Low Risk,0
10033,Management,11-3051.01,Quality Control Systems Managers,AI Engineering,Mid (3-5 yrs),3,Bachelor's,Beijing,China,0,On-site,0,Big Tech (FAANG+),145000.0,116000.0,174000.0,Mid ($100-150k),4.2,0,1,1,0,1,5,1,87,21.8,High,7,346,8.3,2026,3,0,58.38,Low,0.0,72.56,0.0,0.0986,0.5438,1,0.3935,4.78,4,103380.0,-1.0,1687643,10867171,54.16,48.17,0.2482,0.1251,0.1005,0.1584,0.2279,0.1399,13800,0,0,225117792797.6,24765394898299.28,Low Risk,0
10034,Office Support,15-2041.00,Statisticians,AI Engineering,Senior (6-9 yrs),6,Bootcamp/Self-taught,Los Angeles,USA,0,On-site,0,Big Tech (FAANG+),348000.0,278400.0,417600.0,Elite (>$300k),8.7,0,0,1,1,0,5,1,96,34.2,High,5,3383,7.0,2025,11,1,66.45,High,63.26,39.1,0.5445,0.4117,0.7427,1,0.4643,7.71,5,87780.0,22.0,1986963,47732824,57.77,49.11,0.1114,0.2791,0.1418,0.1069,0.2956,0.0652,5300,1,0,15024172574.89,8316279709921.13,High Risk,1
10035,Office Support,27-4011.00,Audio and Video Technicians,AI Engineering,Senior (6-9 yrs),6,Bootcamp/Self-taught,Singapore,Singapore,1,Remote,1,Enterprise (5000+),209000.0,167200.0,250800.0,Senior ($200-300k),14.1,0,0,0,0,1,4,1,95,33.8,Low,4,2729,8.6,2026,2,1,21.57,Critical,86.68,16.83,0.649,0.9609,0.858,2,0.0268,8.17,3,43770.0,55.0,1496494,27910927,59.4,22.55,0.2759,0.2573,0.2013,0.0716,0.0891,0.1047,11600,1,0,179814242970.83,10959617705393.44,High Risk,1
10036,Healthcare Practitioners,31-9011.00,Massage Therapists,AI Engineering,Senior (6-9 yrs),12,Associate's,New York,USA,0,On-site,0,Mid-size (501-5000),330000.0,264000.0,396000.0,Elite (>$300k),11.5,0,1,0,0,0,5,0,96,77.7,High,8,7040,8.6,2026,3,1,23.6,Low,13.91,49.21,0.0797,0.4272,0.0775,1,0.3319,16.69,3,41420.0,54.0,505441,49415205,48.77,67.58,0.3777,0.1235,0.0789,0.1657,0.1143,0.1399,24200,1,0,46052103675.61,1339025074189.82,Low Risk,0
10037,Office Support,13-1081.00,Logisticians,Product,Mid (3-5 yrs),5,PhD,Berlin,Germany,1,Remote,1,Enterprise (5000+),162000.0,129600.0,194400.0,Upper-Mid ($150-200k),13.1,1,1,1,0,1,5,1,85,20.9,High,7,6429,8.7,2026,1,0,39.88,High,62.51,32.15,0.3933,0.7799,0.5379,3,0.067,5.49,4,74600.0,1.2,1121200,18936420,63.38,66.06,0.3377,0.1167,0.1027,0.1575,0.2328,0.0526,17900,0,0,136446471192.16,3395398420562.17,High Risk,0
10038,Office Support,19-4031.00,Chemical Technicians,AI Engineering,Lead (10+ yrs),7,Bachelor's,Chicago,USA,1,Remote,1,Startup (1-50),231000.0,184800.0,277200.0,Senior ($200-300k),8.1,1,0,1,0,0,3,1,97,37.0,Medium,2,7480,8.2,2026,2,0,33.66,High,80.85,12.97,0.5542,0.732,0.4394,1,0.4997,8.21,3,48160.0,57.0,220136,39081789,24.81,65.64,0.3678,0.1086,0.1328,0.054,0.2548,0.082,7200,0,1,52015889277.32,21629564616854.11,High Risk,1
10039,Technology/Computer,15-1242.00,Database Administrators,Data Science,Entry (0-2 yrs),9,Bachelor's,Seattle,USA,1,Remote,1,Mid-size (501-5000),158000.0,126400.0,189600.0,Upper-Mid ($150-200k),9.9,0,1,1,1,0,7,1,90,28.9,High,4,5607,8.5,2026,1,0,56.85,Low,15.55,89.52,0.0849,0.1839,0.5902,3,0.2813,6.77,2,60000.0,0.1555,1321310,25476050,46.1,10.1,0.1974,0.0672,0.1718,0.255,0.2407,0.0679,Average,0,0,328683061543.62,7815012657878.36,Low Risk,1
10040,Education,25-1022.00,"Mathematical Science Teachers, Postsecondary",Product,Lead (10+ yrs),6,Associate's,Beijing,China,0,On-site,0,Enterprise (5000+),140000.0,112000.0,168000.0,Mid ($100-150k),11.1,1,1,1,1,0,5,1,85,9.6,High,3,5314,8.6,2026,2,0,74.67,Medium,29.64,54.87,0.2125,0.2591,0.5702,2,0.0,3.03,5,73230.0,-1.0,616737,12291808,44.16,38.18,0.4118,0.1685,0.0458,0.1615,0.0716,0.1409,5300,0,0,307091795001.81,16505850006065.72,Low Risk,1
10041,Technology/Computer,29-1031.00,Dietitians and Nutritionists,AI Engineering,Senior (6-9 yrs),7,Master's,Boston,USA,1,Remote,1,Startup (1-50),239000.0,191200.0,286800.0,Senior ($200-300k),13.1,0,0,0,0,1,3,1,96,16.9,High,9,3837,6.8,2026,3,1,68.14,Medium,33.96,84.16,0.2625,0.3734,0.6549,2,0.0,4.69,5,60370.0,0.4,1850065,6677806,44.34,51.21,0.1956,0.0712,0.0686,0.1391,0.296,0.2295,5500,1,0,290454048425.79,6557476420618.96,Medium Risk,1
10042,Technology/Computer,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",AI Engineering,Entry (0-2 yrs),5,Bachelor's,Austin,USA,0,On-site,0,SME (51-500),118000.0,94400.0,141600.0,Mid ($100-150k),14.6,0,0,0,0,0,4,0,95,65.8,High,8,8594,6.2,2026,2,0,56.96,Medium,29.98,90.2,0.1956,0.1539,0.4496,2,0.2578,14.62,2,30980.0,57.0,1095990,16964355,67.0,51.58,0.2059,0.2262,0.2115,0.1424,0.1335,0.0805,9200,1,0,21884398246.74,12730298283060.95,Low Risk,0
10043,Office Support,53-5011.00,Sailors and Marine Oilers,AI Engineering,Mid (3-5 yrs),3,Master's,Seattle,USA,0,On-site,0,SME (51-500),241000.0,192800.0,289200.0,Senior ($200-300k),14.1,1,0,0,1,1,4,1,96,20.5,High,9,601,6.6,2026,2,0,76.24,Critical,98.62,31.95,0.6939,0.9715,0.6656,2,0.2959,5.51,2,40900.0,83.0,34439,5262560,52.5,55.02,0.2489,0.081,0.202,0.248,0.1285,0.0916,4000,0,0,22382247959.16,15183462854640.96,High Risk,1
10044,Office Support,29-1212.00,Cardiologists,Governance,Entry (0-2 yrs),3,PhD,Dubai,UAE,1,Remote,1,Mid-size (501-5000),106000.0,84800.0,127200.0,Mid ($100-150k),16.7,1,1,0,0,0,3,0,68,12.7,Low,4,2180,7.7,2026,1,0,38.28,Critical,91.22,20.09,0.5695,0.8677,0.656,4,0.3587,4.21,1,60000.0,0.9122,1135453,5392498,46.64,41.81,0.3923,0.1354,0.11,0.1298,0.0985,0.1339,Average,0,0,68316501391.56,14180492649218.07,High Risk,1
10045,Office Support,27-3092.00,Court Reporters and Simultaneous Captioners,Data Engineering,Lead (10+ yrs),6,PhD,Bangalore,India,1,Remote,1,Enterprise (5000+),130000.0,104000.0,156000.0,Mid ($100-150k),12.4,1,1,0,0,1,6,0,88,11.3,High,8,5482,8.9,2026,1,0,59.18,Critical,86.96,9.19,0.4544,0.9213,0.2582,1,0.4465,3.5,3,60000.0,0.8696,187004,18008883,46.13,43.16,0.4312,0.1758,0.0681,0.1051,0.088,0.1317,Average,0,0,94663030431.14,19945790823615.28,High Risk,0
10046,Office Support,31-1132.00,Orderlies,AI Engineering,Entry (0-2 yrs),5,Bootcamp/Self-taught,Paris,France,0,On-site,0,Enterprise (5000+),160000.0,128000.0,192000.0,Upper-Mid ($150-200k),6.1,0,0,0,0,1,2,1,98,22.8,High,9,491,8.0,2025,9,0,46.97,High,70.18,25.56,0.4829,0.7054,0.6501,3,0.1973,5.17,4,60000.0,0.7018,1428095,34098137,32.27,41.11,0.448,0.0568,0.0957,0.1191,0.1574,0.123,Average,0,0,16736386251.69,19998221598260.15,High Risk,1
10047,Office Support,29-2081.00,"Opticians, Dispensing",Business,Senior (6-9 yrs),3,Master's,Toronto,Canada,0,On-site,0,Big Tech (FAANG+),177000.0,141600.0,212400.0,Upper-Mid ($150-200k),17.1,1,1,0,0,1,4,0,78,20.6,Medium,1,3932,7.6,2026,2,1,64.87,High,83.43,21.6,0.5533,0.9681,0.3414,2,0.2199,5.83,3,37010.0,71.0,950151,6737871,48.29,49.7,0.2457,0.2138,0.0448,0.1097,0.308,0.078,6600,1,0,355706641279.28,21857799520088.8,High Risk,0
