emp_id,sector,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,is_remote_eligible,skill_transferability_score,org_ai_maturity_stage,task_codifiability_score,education_mismatch_idx,displacement_occurred
10104,Protective Service,0,21.37,0.1058,FALSE,0.6844,2,0.099,0.4612,FALSE
10105,Protective Service,0,21.3,0,FALSE,0.7258,2,0.0106,0.4719,FALSE
10106,Protective Service,0,9.55,0.1641,FALSE,0.3176,4,0,0.1743,FALSE
10107,Arts & Design,5.64,48.05,0.0812,TRUE,0.7057,4,0.2334,0.0738,FALSE
10108,Healthcare Practitioners,8.64,22.36,0,FALSE,0.4171,5,0.214,0.3246,FALSE
10109,Food Service,3.7,7.42,0.0277,FALSE,0.3929,2,0.1011,1,FALSE
10110,Education,31.22,17.75,0.3298,FALSE,0.3089,4,0.4468,0.3435,FALSE
10111,Education,32.37,30.44,0.344,TRUE,0.5376,1,0.1862,0.8441,FALSE
10112,Sales,23.56,20.25,0.2599,FALSE,0.5888,3,0.0789,0.6659,FALSE
10113,Office Support,73.16,19.73,0.7303,TRUE,1,3,0.7254,0.5302,FALSE
10114,Sales,30.29,30.39,0.4912,FALSE,0.81,1,0.1644,0.9765,FALSE
10115,Healthcare Practitioners,6.28,9.62,0.0531,FALSE,0.3649,2,0.0163,0.5673,FALSE
10116,Protective Service,0.61,24.05,0.0224,FALSE,0.5131,2,0,0.9271,FALSE
10117,Technology/Computer,42.97,29.9,0.5025,TRUE,0.2917,3,0.2138,0.4217,FALSE
10118,Education,12.43,24.66,0.141,TRUE,0.293,3,0,0.5724,FALSE
10119,Protective Service,2.69,2.49,0.1268,FALSE,0.6434,4,0.3383,0.2401,FALSE
10120,Legal,52.45,44.09,0.6895,TRUE,0.19,4,0.6028,0.0437,FALSE
10121,Production,17.12,11.32,0.2915,FALSE,0.7579,1,0.1683,0.6211,FALSE
10122,Management,28.61,34.17,0.224,TRUE,0.4894,4,0.1143,0.6753,FALSE
10123,Life/Physical Science,15.88,19.68,0.0773,FALSE,0.399,4,0.5224,0.4523,FALSE
10124,Food Service,7.76,9.15,0,FALSE,0.4668,5,0.3041,0.8841,FALSE
10125,Technology/Computer,39.15,48.9,0.2687,TRUE,0.3017,2,0.3846,0.4986,FALSE
10126,Construction,0,6.83,0,FALSE,0.3316,1,0,0.0911,FALSE
10127,Arts & Design,11.24,49.51,0,FALSE,0.4805,4,0.305,1,FALSE
10128,Construction,2.46,0,0,FALSE,0.3067,2,0.1458,0.4147,FALSE
10129,Sales,17.71,38.23,0.0233,TRUE,0.7286,3,0,0.1736,FALSE
10130,Protective Service,0,4.16,0,FALSE,0.3497,4,0.1546,0.3862,FALSE
10131,Sales,23.9,34.12,0.4786,FALSE,0.1073,4,0.3005,0.5523,FALSE
10132,Construction,0,0,0.0449,FALSE,0.5019,3,0.1942,0.3832,FALSE
10133,Arts & Design,24.55,45.39,0.3623,TRUE,0.6801,2,0.1789,0.1749,FALSE
10134,Protective Service,3.08,0,0.0302,FALSE,0.6468,5,0,0.7409,FALSE
10135,Legal,38.23,43.48,0.5092,TRUE,0.8,1,0.4479,0.932,TRUE
10136,Management,6.83,20.97,0.2838,TRUE,0.5975,5,0.1515,0.8215,FALSE
10137,Production,20.58,0,0.2854,FALSE,0.5812,1,0.1585,0.3654,FALSE
10138,Food Service,6.07,20.56,0,FALSE,0.586,3,0,0.5793,FALSE
10139,Architecture & Engineering,16.72,31.87,0.368,FALSE,0.3366,2,0.2171,0,FALSE
10140,Architecture & Engineering,0,36.97,0.0508,FALSE,0.5917,2,0.0469,0.3008,FALSE
10141,Protective Service,13.37,6.7,0.1093,FALSE,0.7302,4,0.3801,0.7681,FALSE
10142,Management,0,38.11,0.1084,FALSE,0.5311,2,0.1678,0.2644,FALSE
10143,Management,9.17,12.78,0.0773,TRUE,0.6505,5,0.2366,0.6856,FALSE
10144,Technology/Computer,28.95,58.04,0.3138,TRUE,0.33,1,0.2377,0.919,FALSE
10145,Business & Financial,34.96,46.95,0.5156,TRUE,0.6544,5,0.6191,0.9018,FALSE
10146,Education,17.54,18.42,0.2979,TRUE,0.441,1,0.0897,0.1425,FALSE
10147,Business & Financial,30.7,48.61,0.2549,FALSE,0.7955,2,0.2506,0.3475,FALSE
10148,Legal,43.69,45.93,0.486,TRUE,0.253,4,0.6003,0.5243,FALSE
10149,Business & Financial,37.55,39.16,0.3055,TRUE,0.2964,4,0.456,0.6921,TRUE
10150,Life/Physical Science,15.05,25.75,0.0319,TRUE,0.7596,5,0.1003,0.6118,FALSE
10151,Life/Physical Science,25.01,54.35,0.3482,FALSE,0.6914,3,0.1815,0.3096,FALSE
10152,Production,2.6,17.28,0.0317,FALSE,0.4715,4,0.1025,0.6714,FALSE
10153,Food Service,26.33,9.85,0.2754,FALSE,0.4769,4,0.4697,0.9228,FALSE
10154,Construction,8.69,17.74,0.2332,FALSE,0.2409,4,0,0.3847,FALSE
10155,Technology/Computer,15.64,55.28,0.2158,TRUE,0.5446,4,0.343,0.4248,FALSE
10156,Legal,50.71,36.48,0.6662,TRUE,0.7531,3,0.1438,0.3095,FALSE
10157,Construction,10.49,5.86,0,FALSE,0.501,4,0.3435,0.4739,FALSE
10158,Sales,22.48,32.98,0,FALSE,0.1941,4,0.1445,0.0519,TRUE
10159,Legal,43.52,42.75,0.4379,FALSE,0.9237,5,0.6199,0.4622,FALSE
10160,Office Support,61.5,28.07,0.6752,TRUE,0.4312,1,0.6603,0.0075,TRUE
10161,Arts & Design,37.15,27.05,0.2797,FALSE,0.6519,5,0.4157,0.9276,FALSE
10162,Legal,57.69,50.27,0.6779,FALSE,0.6562,5,0.5851,0.7626,FALSE
10163,Healthcare Practitioners,0,24.35,0.1058,TRUE,0.4686,4,0.2709,1,FALSE
10164,Business & Financial,31.41,35.4,0.4806,TRUE,0.3642,1,0.2919,0.626,FALSE
10165,Arts & Design,37.27,35.66,0.3648,FALSE,0.7207,1,0.3146,0,FALSE
10166,Legal,38.96,39.06,0.3792,FALSE,0.4298,5,0.2261,0.4707,FALSE
10167,Arts & Design,25.98,35.05,0.2927,FALSE,0.5317,1,0.3413,0.4952,FALSE
10168,Construction,11.18,1.41,0.1498,FALSE,0.6251,5,0.1218,1,FALSE
10169,Food Service,5.45,6.68,0,FALSE,0.7683,5,0,0.9074,FALSE
10170,Construction,15.43,24.37,0.1663,FALSE,0.3903,5,0.3152,0.3174,FALSE
10171,Construction,1.71,9.03,0,FALSE,0.2127,5,0.1729,0.3094,FALSE
10172,Life/Physical Science,11.39,37.49,0.0382,TRUE,0.4687,2,0.2175,0.6997,FALSE
10173,Healthcare Practitioners,0,7.11,0.0413,FALSE,0.521,3,0,0.1553,FALSE
10174,Sales,46.83,37.3,0.5242,FALSE,0.499,4,0.7935,0.396,TRUE
10175,Healthcare Practitioners,10.02,10.68,0,FALSE,0.6319,2,0.1131,0.5994,FALSE
10176,Food Service,7.23,2.43,0.1092,FALSE,0.5152,3,0.0941,0.6562,FALSE
10177,Business & Financial,52.93,24.46,0.4928,FALSE,0.5711,5,0.7891,0.3223,FALSE
10178,Food Service,0,4.22,0.1392,FALSE,0.4602,5,0.1471,0,FALSE
10179,Sales,35.6,28.9,0.2395,TRUE,0.7165,4,0.3366,0.312,FALSE
10180,Management,15.87,35.8,0.2315,TRUE,0.6428,2,0.0691,0.2624,FALSE
10181,Production,4.32,23.41,0.0993,FALSE,0.581,5,0.1089,0.3078,FALSE
10182,Education,16.39,36,0.169,FALSE,0.8185,3,0,0.4118,FALSE
10183,Legal,43.26,57.01,0.4717,TRUE,0.3924,1,0.48,0,TRUE
10184,Management,17.18,38.59,0.2187,TRUE,0.2679,3,0.1835,0.7701,FALSE
10185,Protective Service,3.53,10.67,0,FALSE,0.5844,1,0,0.7087,FALSE
10186,Life/Physical Science,9.21,23.38,0.0992,FALSE,0.72,2,0.4384,0,FALSE
10187,Technology/Computer,37.78,54.17,0.1175,TRUE,0.3961,1,0.3234,0.3986,FALSE
10188,Technology/Computer,19.96,49.57,0.2671,TRUE,0.3775,1,0.5273,0.3581,FALSE
10189,Legal,42.76,33.77,0.2889,FALSE,0.7827,1,0.391,0.8637,FALSE
10190,Life/Physical Science,27.62,32.08,0.2153,FALSE,0.3458,5,0.3947,0.1642,FALSE
10191,Food Service,6.72,3.91,0,FALSE,0.5341,3,0,0.1407,FALSE
10192,Technology/Computer,19.34,51.13,0.2338,TRUE,0.4436,1,0.1456,0.7253,FALSE
10193,Education,12.6,34.74,0.2111,TRUE,0.6298,3,0.5082,0.364,FALSE
10194,Food Service,0,11.05,0,FALSE,0.4739,3,0.0387,0.2956,FALSE
10195,Architecture & Engineering,24.35,41.16,0.3181,FALSE,0.8539,2,0.3636,1,FALSE
10196,Construction,13.87,3.57,0.1841,FALSE,0.4297,1,0.1839,0.5445,FALSE
10197,Technology/Computer,20.56,51.18,0.2928,TRUE,0.6511,5,0.0217,0.8557,FALSE
10198,Protective Service,7.9,0,0.0095,FALSE,0.405,3,0,1,FALSE
10199,Education,14.41,23.42,0.0601,FALSE,0.2491,5,0.3337,0.3245,FALSE
10200,Business & Financial,29.56,22.31,0.1626,TRUE,0.6222,3,0,0.5645,FALSE
10201,Office Support,74.57,27.93,0.952,TRUE,0.4922,5,0.7674,0.6178,FALSE
10202,Food Service,8.7,13.58,0.2067,FALSE,0.5881,4,0.2141,0.9132,FALSE
10203,Management,11.05,24.8,0.2512,TRUE,0.3162,1,0.157,0.0533,FALSE
10204,Architecture & Engineering,0,27.57,0,FALSE,0.7738,5,0.1089,0.9734,FALSE
10205,Business & Financial,30.99,34.55,0.1751,TRUE,1,3,0.0955,0.221,FALSE
10206,Office Support,66.02,18.38,0.5672,TRUE,0.5209,2,0.867,0.5721,FALSE
10207,Protective Service,14.28,20.19,0.242,FALSE,0.5402,4,0,0.6179,FALSE
10208,Legal,35.61,32.33,0.3796,FALSE,0.5138,2,0.3266,0.52,FALSE
10209,Business & Financial,33.92,40.23,0.5463,TRUE,0.4952,3,0.1749,0.3593,FALSE
10210,Construction,21.41,14.88,0.1881,FALSE,0.1876,3,0.1137,0.6853,FALSE
10211,Sales,3.96,49.07,0,TRUE,0.5669,3,0.0734,0.6697,FALSE
10212,Life/Physical Science,26.35,38.99,0.1855,FALSE,0.306,1,0.2395,1,FALSE
10213,Architecture & Engineering,14.05,26.11,0.0086,TRUE,0.4944,1,0.0899,0.9902,FALSE
10214,Construction,11.15,0.49,0,FALSE,0.2664,5,0.2752,0.4682,FALSE
10215,Protective Service,5.8,14.06,0.1116,FALSE,0.5473,1,0.1443,0.4833,FALSE
10216,Office Support,71.15,26.14,0.7429,TRUE,0.2672,4,0.8654,0.4301,FALSE
10217,Construction,15.11,11.94,0.137,FALSE,0.3885,5,0.3156,0.4727,FALSE
10218,Sales,30.87,30.43,0.3987,FALSE,0.2242,2,0.3668,0.107,FALSE
10219,Healthcare Practitioners,12.84,17.14,0.0824,FALSE,0.4101,4,0.5174,0.4564,FALSE
10220,Business & Financial,23.35,39.28,0.2994,TRUE,0.403,5,0.2438,0.3643,FALSE
10221,Management,21.73,33.52,0.1231,TRUE,0.6643,4,0.2386,1,FALSE
10222,Legal,50.21,52.73,0.5631,FALSE,0.3464,1,0.4663,1,FALSE
10223,Management,9.62,19.66,0.1461,TRUE,0.5138,1,0.1198,1,FALSE
10224,Office Support,83.35,6.87,0.9313,FALSE,0.3554,5,1,0.7847,FALSE
10225,Production,24.29,10.12,0.2871,FALSE,0.4256,2,0.3541,0.3648,TRUE
10226,Legal,43.69,43.8,0.4552,FALSE,0.3296,5,0.4147,0.5575,FALSE
10227,Protective Service,0,20.61,0,FALSE,0.4019,4,0,0.2371,FALSE
10228,Office Support,89.23,21.03,0.9271,TRUE,0.4078,5,0.6142,0.674,FALSE
10229,Office Support,66.33,30.45,0.6494,TRUE,0.6528,1,0.7098,0,TRUE
10230,Healthcare Practitioners,0,26.25,0.0125,FALSE,0.6487,5,0.0082,0.9597,FALSE
10231,Life/Physical Science,12.47,39.46,0.1433,FALSE,0.5818,4,0.0593,0.4246,FALSE
10232,Construction,14.97,20.08,0.2279,FALSE,0.8886,4,0.1914,0.3525,FALSE
10233,Legal,37.53,36.83,0.4774,TRUE,0.2455,4,0.561,0.329,TRUE
10234,Education,15.65,26.84,0.1156,TRUE,0.2561,3,0.1569,0.7732,FALSE
10235,Sales,15.57,36.53,0.3177,FALSE,0.5874,4,0.2149,0.7093,FALSE
10236,Sales,27.05,40.48,0.1506,TRUE,0.2606,3,0.3312,0.9834,FALSE
10237,Production,14.75,14.51,0.1978,FALSE,0.7047,5,0.3395,0.2516,FALSE
10238,Education,5.81,26.82,0.0374,FALSE,0.2986,2,0.0767,0.2861,FALSE
10239,Arts & Design,10.15,33.63,0.1369,TRUE,0.4248,3,0,0.3115,FALSE
10240,Architecture & Engineering,1.09,23.78,0.2728,TRUE,0.2509,2,0.047,0.1719,FALSE
10241,Business & Financial,41.9,52.93,0.406,TRUE,0.5774,2,0.4023,0.645,FALSE
10242,Production,9.88,15.01,0.113,FALSE,0.4278,3,0,0.5091,FALSE
10243,Production,6.05,13.79,0,FALSE,0.3054,5,0.133,0.5499,FALSE
10244,Architecture & Engineering,16.69,38.69,0.078,TRUE,0.6058,1,0.1058,0.9644,FALSE
10245,Life/Physical Science,3.98,20.88,0,FALSE,0.2097,2,0,0.0849,FALSE
10246,Management,12.66,12.74,0,TRUE,0.6743,3,0.2843,0.427,FALSE
10247,Construction,7.29,0,0.0075,FALSE,0.3822,1,0,0.1556,FALSE
10248,Education,0,16.5,0.0344,FALSE,0.5796,4,0,1,FALSE
10249,Legal,25.92,31.2,0.2399,FALSE,0.7003,1,0.4007,0.4629,FALSE
10250,Education,22.78,24.68,0.3215,FALSE,0.3306,2,0.4223,0.1292,FALSE
10251,Healthcare Practitioners,12.17,25.75,0.1264,TRUE,0.5015,2,0.0047,0.5896,FALSE
10252,Office Support,75.13,23.55,0.7103,TRUE,0.5087,3,0.8908,0.2986,FALSE
10253,Architecture & Engineering,12.95,25.75,0.2126,TRUE,0.4235,4,0.2965,0.2949,FALSE
10254,Construction,26.33,1.66,0.4078,FALSE,0.4959,1,0.3094,0.6867,FALSE
10255,Architecture & Engineering,6.39,23.58,0.1213,FALSE,0.5032,4,0.0192,0.1891,FALSE
10256,Management,1.51,28.34,0.1218,TRUE,0.478,4,0,0.4071,FALSE
10257,Architecture & Engineering,16.56,33.86,0.3755,TRUE,0.0552,2,0.5896,0.2475,FALSE
10258,Protective Service,0.69,7.6,0,FALSE,0.472,2,0,0.7227,FALSE
10259,Technology/Computer,16.29,54,0.1595,TRUE,0.6034,4,0.3877,0.6086,FALSE
10260,Office Support,79.24,10.45,0.8104,FALSE,0.2813,1,0.8566,0.2563,FALSE
10261,Business & Financial,28.99,31.47,0.3653,TRUE,0.6458,5,0.2321,0.6088,FALSE
10262,Technology/Computer,23.57,49,0.2631,TRUE,0.451,3,0.2953,0.84,FALSE
10263,Education,1.31,39.14,0,TRUE,0.0176,1,0,0.2533,FALSE
10264,Food Service,0,0,0.0766,FALSE,0.7346,4,0.0518,0.6395,FALSE
10265,Arts & Design,11.82,34.74,0.249,FALSE,0.1118,3,0.0859,0.6302,TRUE
10266,Food Service,9.64,0,0.1117,FALSE,0.401,4,0.0868,0.866,FALSE
10267,Education,30.1,32.19,0.2718,FALSE,0.6016,2,0.2377,0.5467,FALSE
10268,Life/Physical Science,32.1,25.32,0.2345,FALSE,0.189,5,0.5667,0.5857,FALSE
10269,Legal,29.09,34.38,0.4028,TRUE,0,1,0.4048,0.6055,FALSE
10270,Construction,5.65,0,0.1804,FALSE,0.2924,4,0.0217,0.6376,FALSE
10271,Education,24.36,15.02,0.207,FALSE,0.4398,2,0.5536,0.4191,FALSE
10272,Business & Financial,9.99,30.73,0.1914,TRUE,0.6704,5,0.0788,1,FALSE
10273,Architecture & Engineering,15.46,40.35,0.3636,TRUE,0.5811,1,0.1594,0.071,FALSE
10274,Sales,37.76,32.87,0.521,TRUE,0.4858,5,0.2122,0.705,FALSE
10275,Protective Service,0.96,21.73,0,FALSE,0.1218,1,0.0222,0.8034,FALSE
10276,Technology/Computer,31.22,52.7,0.1414,TRUE,0.2752,2,0.1898,0.9343,FALSE
10277,Business & Financial,47.34,45.26,0.5618,TRUE,0.8016,4,0.4186,0.9453,FALSE
10278,Technology/Computer,16.2,51.43,0.2511,TRUE,0.3876,1,0.2303,1,FALSE
10279,Sales,20.29,29.55,0.1491,FALSE,0.6521,4,0.1786,0.9432,FALSE
10280,Business & Financial,30.9,43.33,0.3705,FALSE,0.3589,1,0.2033,0.3419,FALSE
10281,Protective Service,18.27,20.28,0.0433,FALSE,0.8018,3,0.2534,0.8068,FALSE
10282,Protective Service,0,10.76,0,FALSE,0.3589,3,0,0.124,FALSE
10283,Management,8.54,22.71,0.1302,TRUE,0.5665,2,0.1099,0.5424,FALSE
10284,Architecture & Engineering,0,28.97,0.1201,TRUE,0.6517,1,0,0.1311,FALSE
10285,Life/Physical Science,33.57,20.38,0.2067,FALSE,0.5218,5,0.4116,0.4324,FALSE
10286,Legal,48.93,47.6,0.5533,FALSE,0.6874,5,0.6558,0.508,FALSE
10287,Healthcare Practitioners,0,21.5,0.0538,TRUE,0.3955,2,0.0091,0.085,FALSE
10288,Education,2.9,22.9,0.0006,FALSE,0.4467,1,0.0057,1,FALSE
10289,Education,12.26,39.28,0.0158,TRUE,0.5698,4,0.1187,0.2389,TRUE
10290,Technology/Computer,28.41,56.36,0.4077,TRUE,0.7364,2,0.449,1,FALSE
10291,Legal,43.1,47.05,0.4378,TRUE,0.2665,1,0.6119,0.0389,FALSE
10292,Life/Physical Science,24.49,46.97,0.1438,FALSE,0.2585,5,0.3027,0.2961,FALSE
10293,Construction,17.09,13.42,0.0247,FALSE,0.5029,4,0.4181,0.5573,FALSE
10294,Healthcare Practitioners,18.18,22.38,0.1894,TRUE,0.7123,1,0,0.5036,FALSE
